gazzetta@hotmail.com,Candido Portinari,50,50,desenho
ga,Candido Portinari,50,50,desenho
gazzetta@a.com,Candido Portinari,50,50,desenho
gazzetta@a.com,Marc Chagall,18,25,reprodução
gazzetta@a.com,Marc Chagall,25,18,reprodução
gazzetta@a.com,Marc Chagall,25,18,reprodução
a@a.com,Candido Portinari,50,50,desenho
gazzetta.art@gmail.com,Victor Vasarely,150,150,pintura
gazzetta.art@gmail.com,Vicente do Rego Monteiro,120,180,pintura
gazzetta.art@gmail.com,Vicente do Rego Monteiro,120,180,pintura
gazzetta.art@gmail.com,Vicente do Rego Monteiro,120,180,pintura
a@a.com,Victor Vasarely,150,150,pintura
a@a.com,Candido Portinari,150,150,pintura
a@a.com,Candido Portinari,80,80,pintura
a@a.com,Candido Portinari,50,50,nan
a@a.com,Candido Portinari,50,50,nan
@.,Candido Portinari,50,50,nan
@.,Candido Portinari,50,50,nan
.@,Candido Portinari,50,50,pintura
@.,Candido Portinari,50,50,desenho
@.,Candido Portinari,50,50,desenho
@.,Candido Portinari,50,50,desenho
@.,Candido Portinari,50,50,desenho
@.,Candido Portinari,50,50,desenho
@.,Candido Portinari,50,50,desenho
@.,Candido Portinari,50,50,desenho
@.,Candido Portinari,50,50,desenho
@.,Candido Portinari,50,50,desenho
@.,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,Pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
igor@email.com,Candido Portinari,50,50,desenho
igor@email.com,Candido Portinari,50,50,desenho
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Victor Vasarely,150,150,pintura
@.,Candido Portinari,150,150,pintura
@.,Candido Portinari,150,150,pintura
@.,Marc Chagall,150,150,pintura
@.,Vicente do Rego Monteiro,50,50,desenho
@.,Victor Vasarely,50,50,desenho
@.,Victor Vasarely,50,50,reprodução
@.,Victor Vasarely,50,50,reprodução
@.,Victor Vasarely,50,50,reprodução
@.,Victor Vasarely,50,50,reprodução
@.,Victor Vasarely,50,50,reprodução
@.,Victor Vasarely,50,50,reprodução
@.,Victor Vasarely,50,50,reprodução
@.,Victor Vasarely,50,50,reprodução
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Di Cavalcanti,50,50,desenho
.@,Di Cavalcanti,50,50,pintura
.@,Di Cavalcanti,50,50,pintura
.@,Di Cavalcanti,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,80,80,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,pintura
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
.@,Candido Portinari,50,50,desenho
